Word, frequency 
Prince,, 51 
Hang, 51 
what,, 51 
deal, 51 
view, 51 
lion, 50 
know'st, 50 
child,, 50 
slain, 50 
ho,, 50 
this:, 50 
wanton, 50 
claim, 50 
see., 50 
first,, 50 
SATURNINUS., 50 
offence, 50 
court,, 50 
BOTTOM., 50 
guilty, 50 
world's, 50 
Believe, 50 
name?, 50 
advantage, 50 
CALIBAN., 50 
withal., 50 
seal, 50 
bright, 50 
whereof, 50 
alone,, 50 
LYSANDER., 50 
yet., 50 
Count, 50 
sun,, 50 
arms., 50 
wicked, 50 
Christian, 50 
paper, 50 
reverend, 50 
sister,, 50 
pleas'd, 50 
round, 50 
natural, 50 
uncle,, 50 
Edward's, 50 
death;, 50 
Indeed,, 50 
no., 50 
WITCH., 49 
wait, 49 
slave,, 49 
lawful, 49 
follows, 49 
First,, 49 
matter., 49 
CAIUS., 49 
What!, 49 
night;, 49 
both,, 49 
prince, 49 
prayers, 49 
poison, 49 
power,, 49 
were,, 49 
ROSS., 49 
visit, 49 
her!, 49 
knowledge, 49 
hands., 49 
ay,, 49 
TAMORA., 49 
leave., 49 
harm, 49 
monstrous, 49 
SOMERSET., 49 
CHARLES., 49 
sooner, 49 
fortune,, 48 
Besides,, 48 
trumpet, 48 
thoughts,, 48 
embrace, 48 
enough,, 48 
sake, 48 
end,, 48 
own., 48 
do?, 48 
stol'n, 48 
brings, 48 
cause., 48 
THESEUS., 48 
six, 48 
did., 48 
drum, 48 
LUCETTA., 48 
Richard,, 48 
mine;, 48 
woe, 48 
Grace,, 48 
Fortune, 48 
camp, 48 
Three, 48 
valour, 48 
HERMIA., 48 
blind, 48 
answer., 48 
broken, 48 
Duke,, 47 
Each, 47 
Fear, 47 
honours, 47 
service., 47 
ARVIRAGUS., 47 
Whiles, 47 
join, 47 
long., 47 
gallant, 47 
book, 47 
thought,, 47 
hit, 47 
malice, 47 
deserve, 47 
much,, 47 
motion, 47 
before., 47 
year, 47 
quiet, 47 
lie,, 47 
news,, 47 
LEWIS., 47 
thine,, 47 
Romeo, 47 
wrong,, 47 
greatest, 47 
age,, 47 
honour., 47 
rough, 47 
them?, 47 
LORENZO., 47 
Highness', 47 
tongue., 47 
labour, 47 
vow, 47 
grief,, 47 
red, 47 
damn'd, 47 
yourself,, 46 
Set, 46 
shadow, 46 
bastard, 46 
fled, 46 
becomes, 46 
heart's, 46 
AUFIDIUS., 46 
sacred, 46 
Henry's, 46 
Myself, 46 
me:, 46 
thence, 46 
EXETER., 46 
Between, 46 
PHILIP., 46 
I'd, 46 
PUCELLE., 46 
begins, 46 
SHEPHERD., 46 
show'd, 46 
colour, 46 
first., 46 
bare, 46 
cross, 46 
is;, 46 
thrice, 46 
Farewell., 46 
Alack,, 46 
once,, 46 
EARL, 46 
slave, 46 
us?, 46 
sovereign,, 46 
honesty, 46 
Shakespeare, 45 
Has, 45 
wits, 45 
door, 45 
Old, 45 
god, 45 
Stay,, 45 
You'll, 45 
madam;, 45 
fears, 45 
horse,, 45 
father;, 45 
FLAVIUS., 45 
truth., 45 
ARIEL., 45 
FLORIZEL., 45 
breathe, 45 
fight., 45 
AENEAS., 45 
smile, 45 
BIANCA., 45 
outward, 45 
match, 45 
King;, 45 
making, 45 
Leave, 45 
'I, 45 
you-, 45 
instant, 45 
offend, 45 
field., 45 
in;, 45 
pains, 45 
no;, 45 
cause,, 45 
shut, 45 
terms, 45 
MISTRESS, 45 
then;, 45 
soldiers,, 45 
fond, 45 
Enter,, 45 
straight., 45 
by,, 45 
assure, 45 
thinks, 45 
Ros., 45 
tongues, 44 
ha!, 44 
him], 44 
loud, 44 
Bear, 44 
to., 44 
heart!, 44 
earth., 44 
Might, 44 
kingdom, 44 
remembrance, 44 
thrust, 44 
taught, 44 
LAUNCELOT., 44 
painted, 44 
opinion, 44 
to-night., 44 
paid, 44 
fellow., 44 
spare, 44 
few, 44 
DIANA., 44 
train, 44 
wide, 44 
Truly,, 44 
thus?, 44 
Makes, 44 
forest, 44 
Antony., 44 
Time, 44 
sum, 44 
promis'd, 44 
receiv'd, 43 
thine., 43 
Follow, 43 
greatness, 43 
LUCIANA., 43 
See,, 43 
learned, 43 
grave., 43 
country's, 43 
liv'd, 43 
mad,, 43 
to-day, 43 
fiery, 43 
KING,, 43 
Hark,, 43 
'em., 43 
swore, 43 
sons,, 43 
Paris, 43 
gross, 43 
perfect, 43 
safe, 43 
lord-, 43 
side,, 43 
Cannot, 43 
doing, 43 
patience,, 43 
Gent., 43 
villain!, 43 
fought, 43 
brain, 43 
durst, 43 
here;, 43 
wound, 43 
JOHN, 43 
rise, 43 
Prithee,, 43 
back., 43 
health, 42 
forth., 42 
yonder, 42 
within., 42 
Buckingham,, 42 
clear, 42 
native, 42 
civil, 42 
silver, 42 
forward, 42 
Whither, 42 
bought, 42 
3., 42 
years,, 42 
fight,, 42 
cried, 42 
now;, 42 
sign, 42 
rest., 42 
do;, 42 
gain, 42 
his., 42 
us'd, 42 
yourself., 42 
smell, 42 
for., 42 
To-morrow, 42 
nought, 42 
treason, 42 
breath,, 42 
GLOUCESTER,, 42 
sweet,, 42 
damned, 42 
heat, 42 
presently., 42 
dry, 42 
LORDS, 42 
mean,, 42 
anon., 41 
Once, 41 
Poins., 41 
puts, 41 
myself;, 41 
desperate, 41 
door,, 41 
Don, 41 
to't., 41 
drops, 41 
cheer, 41 
husband., 41 
About, 41 
effect, 41 
summer, 41 
yea,, 41 
sees, 41 
service,, 41 
OLD, 41 
spite, 41 
vows, 41 
chamber, 41 
until, 41 
LONGAVILLE., 41 
peace!, 41 
PAGE, 41 
raise, 41 
equal, 41 
rare, 41 
BIONDELLO., 41 
story, 41 
wont, 41 
proof, 41 
knock, 41 
deadly, 41 
Lay, 41 
turns, 41 
safety, 41 
Henry,, 41 
Pardon, 41 
ladies, 41 
obey, 41 
nine, 41 
wash, 40 
sleep., 40 
desires, 40 
gentlemen, 40 
undertake, 40 
therein, 40 
wrongs, 40 
Caesar., 40 
sometimes, 40 
Whether, 40 
innocent, 40 
Hold, 40 
CHAMBERLAIN., 40 
Hold,, 40 
ALONSO., 40 
Lucius,, 40 
quit, 40 
gone;, 40 
meant, 40 
falls, 40 
intend, 40 
mad., 40 
SERVANT, 40 
Although, 40 
woman., 40 
maid,, 40 
dread, 40 
CONSTABLE., 40 
hollow, 40 
fury, 40 
conduct, 40 
'twill, 40 
Many, 40 
princes, 40 
Show, 40 
to-morrow., 40 
pair, 40 
room, 40 
colours, 40 
beard, 40 
here!, 40 
Claudio, 40 
pound, 40 
reasons, 40 
rose, 40 
beyond, 40 
Anne, 40 
CLAUDIO., 39 
finger, 39 
Dear, 39 
tells, 39 
MARCIUS., 39 
men;, 39 
look,, 39 
crave, 39 
else., 39 
lady?, 39 
on't., 39 
play'd, 39 
t', 39 
meat, 39 
law,, 39 
judge, 39 
seat, 39 
particular, 39 
ground,, 39 
to;, 39 
forbid, 39 
none,, 39 
bend, 39 
Emperor, 39 
remain, 39 
pleasure,, 39 
appears, 39 
loved, 39 
right., 39 
drunk, 39 
CASCA., 39 
breed, 39 
bestow, 39 
pain, 39 
ignorant, 39 
Troy, 39 
LADY., 39 
legs, 39 
mother., 39 
wine, 39 
TRINCULO., 39 
MALCOLM., 39 
Send, 39 
Ha,, 39 
encounter, 39 
wrong., 39 
other., 39 
Full, 39 
Much, 38 
Osw., 38 
Does, 38 
mercy,, 38 
Came, 38 
gentleman., 38 
Clarence,, 38 
touch'd, 38 
that;, 38 
stars, 38 
sits, 38 
cheek, 38 
fairly, 38 
sirrah,, 38 
another,, 38 
bade, 38 
gift, 38 
AUMERLE., 38 
dares, 38 
hateful, 38 
Didst, 38 
foot,, 38 
seest, 38 
queen., 38 
go;, 38 
by., 38 
Lords,, 38 
naked, 38 
Lady,, 38 
better., 38 
party, 38 
Out,, 38 
Talbot, 38 
Jack, 38 
stuff, 38 
betwixt, 38 
QUINCE., 38 
fairest, 38 
faith., 38 
day!, 38 
ALCIBIADES., 38 
greet, 38 
salt, 38 
denied, 38 
affection, 38 
business., 38 
farewell,, 38 
heaven., 38 
say;, 38 
mistress., 38 
knight, 38 
argument, 38 
Thomas, 38 
thus., 38 
PATROCLUS., 38 
there;, 38 
jealous, 38 
letter., 38 
hell,, 38 
[aside], 37 
ear., 37 
eye., 37 
war., 37 
glorious, 37 
London, 37 
empty, 37 
crown., 37 
beauty,, 37 
stay., 37 
itself,, 37 
He'll, 37 
image, 37 
cheeks, 37 
mend, 37 
Cassius,, 37 
saying, 37 
trumpets, 37 
Prithee, 37 
prepare, 37 
affairs, 37 
prince,, 37 
rank, 37 
Majesty., 37 
of,, 37 
conscience,, 37 
solemn, 37 
blows, 37 
following, 37 
shed, 37 
dog,, 37 
NESTOR., 37 
fly,, 37 
fatal, 37 
Bora., 37 
wise,, 37 
reason., 37 
lady!, 37 
food, 37 
bones, 37 
attendants, 37 
court., 37 
vouchsafe, 37 
END, 37 
OLIVER., 37 
violent, 37 
render, 37 
seeming, 37 
Clown., 37 
oath,, 37 
OFFICER., 37 
NERISSA., 36 
widow, 36 
constant, 36 
minds, 36 
number, 36 
Gloucester, 36 
further., 36 
long,, 36 
Through, 36 
Dauphin, 36 
dead?, 36 
fiend, 36 
beast, 36 
brow, 36 
burning, 36 
trick, 36 
wake, 36 
brothers, 36 
vengeance, 36 
WESTMORELAND., 36 
young,, 36 
thyself,, 36 
eyes;, 36 
main, 36 
or,, 36 
PUCK., 36 
reason,, 36 
best., 36 
GREY., 36 
justice,, 36 
wind,, 36 
body,, 36 
us!, 36 
ear,, 36 
betray, 36 
Lo,, 36 
purse, 36 
Iago,, 36 
Thanks,, 36 
cries, 36 
ring,, 36 
hardly, 36 
choice, 36 
Every, 36 
coward, 36 
None, 36 
Captain, 36 
CONSTANCE., 36 
serv'd, 36 
special, 36 
sort, 36 
grieve, 36 
seen,, 36 
THURIO., 36 
evil, 36 
study, 36 
thither, 36 
part., 36 
thing,, 36 
Romeo,, 36 
drown, 35 
say!, 35 
chide, 35 
Athens, 35 
'The, 35 
creature, 35 
entertain, 35 
wish'd, 35 
tide, 35 
means,, 35 
vain, 35 
nose, 35 
tedious, 35 
angel, 35 
oaths, 35 
spake, 35 
masters,, 35 
fear'd, 35 
buried, 35 
hence;, 35 
CARDINAL., 35 
tent, 35 
HERMIONE., 35 
citizens, 35 
frame, 35 
breast, 35 
alive, 35 
husband's, 35 
England., 35 
clouds, 35 
can,, 35 
MENAS., 35 
Wor., 35 
enemies, 35 
Until, 35 
this!, 35 
be?, 35 
early, 35 
business,, 35 
fall'n, 35 
powers, 35 
brief, 35 
attending, 35 
Friar, 35 
sleeping, 35 
firm, 35 
goodness, 35 
Majesty,, 35 
leisure, 35 
blest, 35 
spent, 35 
despite, 34 
Margaret, 34 
fail, 34 
murder, 34 
challenge, 34 
fierce, 34 
absence, 34 
NYM., 34 
maiden, 34 
sends, 34 
BOY., 34 
Jove, 34 
twelve, 34 
slew, 34 
patience., 34 
wit., 34 
big, 34 
lovers, 34 
purpose,, 34 
doors, 34 
plead, 34 
runs, 34 
land., 34 
GLOUCESTER, 34 
ransom, 34 
art., 34 
dies, 34 
flies, 34 
delight, 34 
devise, 34 
[He, 34 
Duke's, 34 
Caius, 34 
rain, 34 
Young, 34 
soldier,, 34 
swords, 34 
head;, 34 
hopes, 34 
acquainted, 34 
manners, 34 
dance, 34 
awhile., 34 
stay,, 34 
everything, 34 
wrought, 34 
silence, 34 
ye,, 34 
bury, 34 
Stay, 34 
bond, 34 
Away!, 34 
waste, 34 
own,, 34 
stronger, 34 
freely, 34 
folly, 34 
rage,, 34 
weep,, 34 
ride, 34 
help,, 34 
jewel, 34 
patient, 34 
First, 34 
ground., 33 
looks,, 33 
withal, 33 
slow, 33 
Clarence, 33 
cure, 33 
dinner., 33 
Moor, 33 
although, 33 
shall., 33 
Having, 33 
loose, 33 
false,, 33 
one;, 33 
treasure, 33 
Lie, 33 
HENRY, 33 
moe, 33 
fellows, 33 
King?, 33 
KEEPER., 33 
bind, 33 
forces, 33 
face;, 33 
was., 33 
cup, 33 
made,, 33 
vice, 33 
so!, 33 
enemy., 33 
LODOVICO., 33 
sickness, 33 
hearts,, 33 
passing, 33 
eternal, 33 
hangs, 33 
wants, 33 
ship, 33 
fortune., 33 
KATHERINE., 33 
another., 33 
already., 33 
LEPIDUS., 33 
countenance, 33 
an't, 33 
BANQUO., 33 
enjoy, 33 
more!, 33 
depart, 33 
body., 33 
finds, 33 
follow., 33 
Claudio,, 33 
POET., 33 
demand, 33 
add, 33 
top, 33 
pleasure., 33 
boys, 33 
yourselves, 33 
memory, 33 
tidings, 33 
tune, 32 
merry,, 32 
fits, 32 
down;, 32 
up;, 32 
gold., 32 
huge, 32 
in's, 32 
birth,, 32 
all!, 32 
play., 32 
enemies., 32 
again?, 32 
request, 32 
death!, 32 
devil,, 32 
[Sings], 32 
meeting, 32 
spoken, 32 
they'll, 32 
happiness, 32 
SENIOR., 32 
heaven's, 32 
yond, 32 
wondrous, 32 
purpose., 32 
Men, 32 
CLOWN, 32 
steel, 32 
hour., 32 
beaten, 32 
field,, 32 
Cassio,, 32 
fame, 32 
York., 32 
what?, 32 
kneel, 32 
think'st, 32 
's, 32 
garden, 32 
wings, 32 
child., 32 
perforce, 32 
person,, 32 
Long, 32 
friend;, 32 
hell., 32 
else,, 32 
tread, 32 
hazard, 32 
prisoner, 32 
soul., 32 
envious, 32 
time;, 32 
days,, 32 
doubt,, 32 
grace., 32 
cost, 32 
fault,, 32 
fairy, 32 
Duke., 32 
repent, 32 
mistress', 32 
blood;, 32 
prison, 32 
news., 32 
whoreson, 32 
sight., 32 
Edward,, 32 
merit, 32 
kind,, 32 
beauteous, 32 
glass, 32 
melancholy, 32 
thus:, 32 
servants, 32 
fairer, 32 
sell, 32 
sorrows, 31 
le, 31 
stain, 31 
light., 31 
weight, 31 
horse., 31 
post, 31 
lost., 31 
way;, 31 
neck, 31 
weigh, 31 
fly., 31 
joy,, 31 
haste., 31 
his,, 31 
dead;, 31 
knight,, 31 
DAUPHIN., 31 
last,, 31 
nature., 31 
giving, 31 
boy;, 31 
aid, 31 
partly, 31 
sigh, 31 
stroke, 31 
done?, 31 
warm, 31 
trial, 31 
bear,, 31 
rotten, 31 
will?, 31 
Lucius, 31 
Mar., 31 
courage, 31 
say?, 31 
hang'd, 31 
seeing, 31 
bite, 31 
barren, 31 
ARCHBISHOP., 31 
DOLL., 31 
wears, 31 
return., 31 
tears., 31 
well?, 31 
SCENE:, 31 
heed, 31 
Sound, 31 
Gloucester's, 31 
son;, 31 
GOWER., 31 
ass, 31 
SALERIO., 31 
madness, 31 
dishonour, 31 
command,, 31 
Falstaff, 31 
YOU, 31 
horses, 31 
itself., 31 
MURTHERER., 31 
faithful, 31 
Pray,, 31 
where's, 31 
little,, 31 
voice,, 31 
Cor., 31 
MOWBRAY., 31 
am., 31 
maintain, 31 
'Twere, 30 
Cardinal,, 30 
breast,, 30 
Nature, 30 
him-, 30 
gar,, 30 
[A, 30 
bodies, 30 
Commend, 30 
consider, 30 
Rather, 30 
CHIRON., 30 
mov'd, 30 
lusty, 30 
[Exeunt, 30 
for't., 30 
better,, 30 
Watch., 30 
YORK,, 30 
birth, 30 
sore, 30 
discourse, 30 
traitors, 30 
spring, 30 
Proteus,, 30 
credit, 30 
Hark!, 30 
Brother,, 30 
lands, 30 
foes, 30 
letter,, 30 
answer,, 30 
O!, 30 
coming., 30 
pass'd, 30 
Suffolk, 30 
utter, 30 
shot, 30 
Macbeth, 30 
WIDOW., 30 
Pompey, 30 
lady;, 30 
FERDINAND., 30 
PAINTER., 30 
condition, 30 
accuse, 30 
disgrace, 30 
pour, 30 
BRABANTIO., 30 
iron, 30 
Marcius, 30 
rob, 30 
anger, 30 
sight,, 30 
anon, 30 
unworthy, 30 
suspect, 30 
express, 30 
RICHARD, 30 
summer's, 30 
approach, 30 
How,, 30 
nurse,, 30 
strong,, 30 
parted, 30 
thrive, 30 
WARWICK,, 30 
blush, 30 
account, 30 
sought, 30 
heels, 30 
deserv'd, 30 
ORLEANS., 30 
guess, 30 
weeping, 30 
Charles, 30 
content., 30 
modest, 30 
sick,, 30 
had,, 30 
envy, 30 
FOURTH, 30 
fright, 30 
chain, 30 
money,, 30 
these,, 30 
heaven!, 30 
ever., 30 
sold, 30 
others., 30 
day's, 30 
nothing;, 30 
WATCH., 30 
Hark, 30 
dozen, 30 
possess'd, 30 
Alarum., 30 
ears,, 30 
infinite, 30 
OUTLAW., 30 
sin,, 30 
youthful, 29 
There,, 29 
drive, 29 
brook, 29 
she'll, 29 
done;, 29 
count, 29 
honour'd, 29 
sound., 29 
stays, 29 
wife;, 29 
dust, 29 
Grace., 29 
Grecian, 29 
dwell, 29 
winter, 29 
plot, 29 
awhile,, 29 
ends, 29 
duty,, 29 
below, 29 
hate,, 29 
liege., 29 
line, 29 
flatter, 29 
Serv., 29 
virtue,, 29 
lives., 29 
Death, 29 
ease, 29 
protest, 29 
afterwards, 29 
whither, 29 
dispatch, 29 
great,, 29 
OBERON., 29 
MARIANA., 29 
Soldiers,, 29 
nobly, 29 
Ajax, 29 
to-night, 29 
seem'd, 29 
money., 29 
woe,, 29 
moon,, 29 
daily, 29 
serves, 29 
Turn, 29 
go?, 29 
Peace, 29 
numbers, 29 
Master,, 29 
Troilus, 29 
limbs, 29 
out;, 29 
speaking, 29 
dead!, 29 
advise, 29 
repair, 29 
I?, 29 
womb, 29 
bed;, 29 
PAGE,, 29 
you:, 29 
passage, 29 
King!, 29 
newly, 29 
besides, 29 
house;, 29 
written, 29 
love!, 29 
wood, 29 
too?, 29 
captain, 29 
cannot,, 29 
benefit, 29 
Worthy, 29 
thyself., 29 
Castle., 29 
Guil., 29 
stand,, 29 
world;, 29 
can., 29 
POINS., 29 
sings, 29 
swear,, 29 
table, 29 
pardon., 29 
sack, 28 
quality, 28 
home;, 28 
stay'd, 28 
rid, 28 
shame., 28 
Helen, 28 
Lady., 28 
GAUNT., 28 
lords., 28 
estate, 28 
honey, 28 
knee, 28 
brief,, 28 
shortly, 28 
elder, 28 
messenger, 28 
Something, 28 
AGRIPPA., 28 
suddenly, 28 
beauty's, 28 
bottom, 28 
hold,, 28 
proclaim, 28 
attended, 28 
other's, 28 
tempest, 28 
counterfeit, 28 
WILLIAMS., 28 
company,, 28 
country,, 28 
rule, 28 
Senate, 28 
worn, 28 
Ford,, 28 
question., 28 
birds, 28 
met,, 28 
women,, 28 
born., 28 
saucy, 28 
teeth, 28 
Harry,, 28 
banish, 28 
friends;, 28 
Strike, 28 
tyrant, 28 
have;, 28 
slander, 28 
ELBOW., 28 
meaning, 28 
hair,, 28 
ladies,, 28 
lies,, 28 
tall, 28 
Hamlet, 28 
office,, 28 
foreign, 28 
SURREY., 28 
CATESBY., 28 
press, 28 
Suffolk,, 28 
may., 28 
matter;, 28 
4., 28 
ill,, 28 
gods!, 28 
sense,, 28 
followed, 28 
France;, 28 
lean, 28 
think., 28 
it:, 28 
petty, 28 
grave,, 28 
joyful, 28 
deed., 28 
SOOTHSAYER., 28 
wholesome, 28 
divine, 28 
earthly, 28 
state., 28 
blown, 28 
favour,, 28 
heavens,, 28 
list, 28 
inward, 28 
methinks,, 28 
'em,, 28 
music., 28 
not-, 27 
bow, 27 
age., 27 
chief, 27 
knowing, 27 
late,, 27 
to-day,, 27 
Marcus,, 27 
VIRGILIA., 27 
mouth,, 27 
town,, 27 
Ay, 27 
carried, 27 
familiar, 27 
commission, 27 
smooth, 27 
speech,, 27 
subjects, 27 
Clifford,, 27 
graces, 27 
neighbour, 27 
fie!, 27 
little., 27 
Margaret,, 27 
would,, 27 
crown'd, 27 
Somerset, 27 
How?, 27 
virtues, 27 
minister, 27 
assur'd, 27 
pity,, 27 
them!, 27 
burden, 27 
Hence,, 27 
Lancaster,, 27 
et, 27 
priest, 27 
dumb, 27 
Troy., 27 
tempt, 27 
lately, 27 
dying, 27 
rather,, 27 
Northumberland,, 27 
thoughts., 27 
mightst, 27 
peace;, 27 
name;, 27 
leads, 27 
also, 27 
fire., 27 
discover, 27 
death?, 27 
devil., 27 
bred, 27 
Hamlet,, 27 
hear., 27 
friendly, 27 
cease, 27 
Claudio., 27 
majesty, 27 
door., 27 
fares, 27 
[The, 27 
winds, 27 
Lewis, 27 
Antonio,, 27 
conjure, 27 
PARIS., 27 
edge, 27 
chamber., 27 
lie., 27 
withal,, 27 
figure, 27 
Better, 27 
aim, 27 
amongst, 27 
born,, 27 
Achilles, 27 
Else, 27 
PLANTAGENET., 27 
armour, 27 
troubled, 27 
sighs, 27 
fool!, 27 
upon., 27 
EROS., 27 
air., 27 
months, 27 
possible, 27 
abide, 27 
Noble, 27 
son?, 27 
sentence, 27 
bark, 27 
authority, 27 
whiles, 27 
True,, 27 
Comes, 26 
JESSICA., 26 
off;, 26 
regard, 26 
wives, 26 
substance, 26 
fruit, 26 
strength,, 26 
Making, 26 
said., 26 
shine, 26 
VI., 26 
note,, 26 
intent, 26 
griefs, 26 
wrong'd, 26 
profit, 26 
return'd, 26 
sing,, 26 
poor,, 26 
dreams, 26 
ran, 26 
younger, 26 
thief, 26 
cares, 26 
Do,, 26 
ripe, 26 
Marg., 26 
ha', 26 
honest., 26 
coward,, 26 
charm, 26 
Mess., 26 
loss,, 26 
fie,, 26 
Hector,, 26 
needful, 26 
knees, 26 
wounded, 26 
object, 26 
work., 26 
draws, 26 
Monsieur, 26 
mind;, 26 
enforce, 26 
face?, 26 
pluck'd, 26 
Find, 26 
he;, 26 
loath, 26 
Desdemona, 26 
Falstaff,, 26 
garments, 26 
Benedick, 26 
farther, 26 
Bardolph,, 26 
knows,, 26 
father?, 26 
lives,, 26 
bore, 26 
talk'd, 26 
perform, 26 
alas,, 26 
horns, 26 
smiles, 26 
haste,, 26 
free,, 26 
drew, 26 
ATTENDANTS, 26 
faint, 26 
Hero, 26 
stranger, 26 
woeful, 26 
armed, 26 
praise,, 26 
nature's, 26 
strive, 26 
care,, 26 
CAPTAIN., 26 
thinking, 26 
honest,, 26 
how,, 26 
sorrow,, 26 
difference, 26 
cap, 26 
kingdom,, 26 
willingly, 26 
Canst, 26 
policy, 26 
willing, 26 
cursed, 26 
meet,, 26 
FALSTAFF, 25 
execution, 25 
wife's, 25 
TITUS, 25 
lies., 25 
thunder, 25 
Timon's, 25 
Marcius,, 25 
Osr., 25 
Hamlet., 25 
YOUNG, 25 
less,, 25 
BURGUNDY., 25 
shook, 25 
commit, 25 
she?, 25 
themselves,, 25 
odd, 25 
brother;, 25 
root, 25 
gone?, 25 
command., 25 
health,, 25 
surely, 25 
haply, 25 
names, 25 
minute, 25 
deserves, 25 
Thou,, 25 
revenge., 25 
afraid, 25 
eldest, 25 
marks, 25 
habit, 25 
thrown, 25 
la, 25 
fashion,, 25 
Hail,, 25 
WINCHESTER., 25 
star, 25 
not!, 25 
already,, 25 
prize, 25 
son!, 25 
SON., 25 
sour, 25 
lips,, 25 
sport,, 25 
power., 25 
two,, 25 
Valentine,, 25 
Help,, 25 
sound,, 25 
Cassius, 25 
awake, 25 
hears, 25 
Jew, 25 
mar, 25 
strange,, 25 
likewise, 25 
fire;, 25 
Fortune's, 25 
there!, 25 
word;, 25 
sweat, 25 
scene, 25 
expect, 25 
famous, 25 
sides, 25 
world!, 25 
counsel,, 25 
villain., 25 
Angelo, 25 
taking, 25 
Gentlemen,, 25 
fifty, 25 
speech., 25 
himself;, 25 
times,, 25 
tree, 25 
hope., 25 
lost,, 25 
black,, 25 
absolute, 25 
realm, 25 
enemy,, 25 
king?, 25 
PERDITA., 25 
shallow, 25 
Tut,, 25 
kingly, 25 
work,, 25 
together;, 25 
Plantagenet,, 25 
lords;, 25 
honour's, 25 
convey, 25 
fingers, 25 
in't, 25 
Him, 25 
sins, 25 
comfort,, 25 
possession, 25 
sat, 25 
seize, 25 
boast, 25 
continue, 25 
daughter;, 25 
eight, 25 
rogue!, 25 
daughter?, 25 
lover, 24 
He,, 24 
frown, 24 
kills, 24 
ways, 24 
vessel, 24 
apparel, 24 
odds, 24 
Page., 24 
part;, 24 
still;, 24 
dagger, 24 
sounds, 24 
shame!, 24 
feeling, 24 
BEDFORD., 24 
nights, 24 
henceforth, 24 
stones, 24 
Tower, 24 
refuse, 24 
kindness, 24 
song, 24 
about,, 24 
abuse, 24 
praise., 24 
chaste, 24 
STANLEY., 24 
desert, 24 
Things, 24 
seldom, 24 
weeds, 24 
souls,, 24 
felt, 24 
France?, 24 
lord's, 24 
youth., 24 
Somerset,, 24 
storm, 24 
French,, 24 
stern, 24 
creatures, 24 
Windsor, 24 
scape, 24 
throat, 24 
strongly, 24 
slight, 24 
pale,, 24 
CORIN., 24 
sister., 24 
valour,, 24 
cold,, 24 
conceit, 24 
consent,, 24 
fool;, 24 
Cardinal, 24 
themselves., 24 
store, 24 
Antonio, 24 
death's, 24 
woes, 24 
within], 24 
feet, 24 
Peace!, 24 
BARDOLPH, 24 
grief., 24 
hither;, 24 
within,, 24 
DICK., 24 
farewell, 24 
Scotland, 24 
favours, 24 
venture, 24 
others,, 24 
Attendants., 24 
direct, 24 
good;, 24 
meet., 24 
aside, 24 
caught, 24 
like,, 24 
behalf, 24 
slay, 24 
tent., 24 
to-day., 24 
speak;, 24 
made., 24 
shrewd, 24 
apt, 24 
Ghost., 24 
another's, 24 
Page,, 24 
Gloucester., 24 
Pardon,, 24 
best,, 24 
thing., 24 
madam?, 24 
SLY., 24 
Lend, 24 
Love's, 24 
after., 24 
wretch,, 24 
people., 24 
yellow, 24 
fish, 24 
course,, 24 
Host., 24 
Montague,, 24 
RIVERS., 24 
come!, 24 
bent, 24 
lesser, 24 
hie, 24 
Rome's, 24 
whip, 24 
proceed, 24 
skill, 24 
ours,, 24 
gentlemen., 24 
commanded, 24 
charge., 24 
hunt, 24 
unhappy, 24 
Norfolk,, 24 
niece, 24 
drink,, 24 
enough;, 24 
peril, 24 
ours, 24 
liberal, 24 
flowers, 24 
shines, 24 
remedy., 24 
master;, 24 
lines, 24 
Gentle, 24 
SILVIUS., 24 
music,, 24 
WARWICK, 24 
speak'st, 24 
Y'are, 24 
thanks,, 24 
practice, 24 
received, 24 
MONTANO., 24 
BISHOP, 24 
Doctor, 24 
marvel, 24 
savage, 24 
affections, 24 
castle., 24 
giddy, 24 
MERCHANT., 24 
traitor,, 24 
Ne'er, 23 
terrible, 23 
in't., 23 
breath., 23 
Behold, 23 
ass,, 23 
where,, 23 
services, 23 
standing, 23 
DOLABELLA., 23 
appointed, 23 
ask'd, 23 
nobles, 23 
kiss., 23 
complexion, 23 
sorrow., 23 
task, 23 
Andronicus,, 23 
accept, 23 
step, 23 
spur, 23 
silent, 23 
gate, 23 
triumph, 23 
gently, 23 
Britain., 23 
darkness, 23 
signify, 23 
confound, 23 
impossible, 23 
VINCENTIO., 23 
crowns, 23 
kisses, 23 
stick, 23 
telling, 23 
tame, 23 
higher, 23 
bosom,, 23 
friendship, 23 
beggar, 23 
wars., 23 
prayer, 23 
ope, 23 
disposition, 23 
manners,, 23 
Silvia, 23 
angels, 23 
once., 23 
crying, 23 
friend?, 23 
dogs, 23 
reading, 23 
befall, 23 
torment, 23 
water,, 23 
Venice., 23 
truly,, 23 
things., 23 
Titus,, 23 
unnatural, 23 
to-night;, 23 
prov'd, 23 
truth;, 23 
miserable, 23 
sets, 23 
dear., 23 
unknown, 23 
pow'r, 23 
tears;, 23 
sad,, 23 
charity, 23 
BUCKINGHAM, 23 
pen, 23 
urge, 23 
forth;, 23 
suit., 23 
defy, 23 
PHEBE., 23 
near., 23 
forsworn, 23 
stones,, 23 
fear;, 23 
likes, 23 
NATHANIEL., 23 
of?, 23 
adieu., 23 
prison., 23 
Glend., 23 
do't,, 23 
